	Chr	Position	25bp	50bp	100bp	200bp	500bp	1kb	2kb	5kb	10kb	20kb	50kb	100kb	200kb	500kb	1Mb
22_19965665	22	19965665	0.24	0.294118	0.485149	0.542289	0.562874	0.535465	0.554223	0.573685	0.586341	0.581471	0.572109	0.546095	0.550967	0.561573	0.537028
22_19966935	22	19966935	0.48	0.509804	0.50495	0.547264	0.55489	0.525475	0.525737	0.561888	0.594041	0.588821	0.571309	0.548135	0.552497	0.561409	0.537064
22_19968169	22	19968169	0.64	0.607843	0.574257	0.58209	0.570858	0.552448	0.547726	0.565487	0.593641	0.59692	0.572169	0.548125	0.553147	0.561173	0.537052
22_19974403	22	19974403	0.48	0.411765	0.425743	0.567164	0.578842	0.604396	0.61919	0.617077	0.621038	0.60662	0.586308	0.551984	0.549207	0.559643	0.5369
22_19974432	22	19974432	0.44	0.431373	0.49505	0.542289	0.578842	0.6004	0.618191	0.617277	0.621138	0.60672	0.586608	0.552054	0.549227	0.559629	0.536892
22_19974680	22	19974680	0.52	0.54902	0.524752	0.567164	0.58483	0.588412	0.609695	0.614877	0.622438	0.60552	0.587968	0.552334	0.548992	0.559595	0.536913
22_19976143	22	19976143	0.52	0.509804	0.544554	0.562189	0.58483	0.591409	0.602699	0.613277	0.623538	0.60847	0.591808	0.554144	0.547767	0.559241	0.53685
22_19976895	22	19976895	0.6	0.647059	0.623762	0.636816	0.616766	0.607393	0.614193	0.609678	0.624838	0.612369	0.592048	0.554084	0.547027	0.559085	0.536905
22_19979226	22	19979226	0.68	0.529412	0.564356	0.606965	0.60479	0.617383	0.642179	0.633873	0.614539	0.623519	0.584528	0.555604	0.545507	0.558991	0.536903
22_19982979	22	19982979	0.6	0.54902	0.544554	0.567164	0.592814	0.606394	0.606697	0.612078	0.627037	0.619819	0.577068	0.556204	0.545397	0.559013	0.536809
22_19984929	22	19984929	0.56	0.607843	0.554455	0.58209	0.612774	0.613387	0.5997	0.623275	0.623438	0.611269	0.577608	0.556694	0.544987	0.559175	0.53692
22_19985682	22	19985682	0.44	0.568627	0.564356	0.562189	0.578842	0.603397	0.605197	0.624675	0.619038	0.60812	0.578528	0.557714	0.544467	0.559139	0.53694
22_19989311	22	19989311	0.44	0.568627	0.564356	0.597015	0.602794	0.618382	0.607196	0.624275	0.610739	0.60687	0.576448	0.560774	0.543627	0.559045	0.537194
22_19990124	22	19990124	0.68	0.607843	0.574257	0.58209	0.568862	0.59041	0.6007	0.604679	0.60344	0.60467	0.575528	0.561714	0.543802	0.558993	0.537267
22_19990499	22	19990499	0.56	0.568627	0.544554	0.547264	0.600798	0.592408	0.598701	0.604679	0.59914	0.60432	0.575988	0.561804	0.543852	0.559073	0.537299
22_19993025	22	19993025	0.44	0.431373	0.49505	0.557214	0.608782	0.579421	0.58071	0.573885	0.585441	0.59152	0.581668	0.559834	0.543032	0.559331	0.537448
22_19995588	22	19995588	0.52	0.509804	0.514851	0.507463	0.582834	0.579421	0.542229	0.567287	0.590841	0.556672	0.579168	0.561704	0.542942	0.559303	0.537661
22_19998625	22	19998625	0.44	0.509804	0.50495	0.59204	0.644711	0.627373	0.638681	0.59768	0.552645	0.532973	0.576968	0.562164	0.539997	0.559241	0.537969
22_19999883	22	19999883	0.64	0.588235	0.584158	0.552239	0.586826	0.614386	0.6002	0.591882	0.527947	0.531023	0.575348	0.562444	0.539407	0.559353	0.537823
22_20000722	22	20000722	0.48	0.411765	0.405941	0.477612	0.51497	0.575425	0.572214	0.553889	0.514549	0.530673	0.574349	0.562954	0.539372	0.559213	0.537779
22_20001153	22	20001153	0.52	0.54902	0.613861	0.621891	0.588822	0.545455	0.552724	0.528694	0.50365	0.530623	0.574169	0.562614	0.539357	0.559103	0.537771
22_20002119	22	20002119	0.64	0.568627	0.534653	0.507463	0.54491	0.498501	0.494753	0.470906	0.49865	0.527874	0.572189	0.562294	0.539142	0.558825	0.537766
22_20002367	22	20002367	0.44	0.568627	0.613861	0.577114	0.506986	0.502498	0.46027	0.460908	0.49555	0.527824	0.571809	0.562414	0.539152	0.558771	0.537814
22_20003266	22	20003266	0.4	0.372549	0.346535	0.328358	0.319361	0.346653	0.371814	0.424715	0.479152	0.528024	0.569469	0.563034	0.538717	0.558959	0.537883
22_20003544	22	20003544	0.44	0.411765	0.336634	0.313433	0.339321	0.317682	0.355822	0.415317	0.478352	0.529674	0.568809	0.563164	0.538342	0.559001	0.537894
22_20010863	22	20010863	0.68	0.686275	0.613861	0.59204	0.588822	0.585415	0.569215	0.585283	0.551045	0.531423	0.560949	0.563474	0.539422	0.557911	0.53792
22_20012237	22	20012237	0.64	0.627451	0.594059	0.59204	0.578842	0.57043	0.58071	0.577085	0.586841	0.539873	0.557789	0.563744	0.539352	0.557697	0.538008
22_20015811	22	20015811	0.52	0.411765	0.376238	0.343284	0.516966	0.594406	0.638681	0.610878	0.589541	0.570471	0.551709	0.562804	0.541172	0.557653	0.538134
22_20017735	22	20017735	0.36	0.431373	0.514851	0.552239	0.582834	0.57043	0.604198	0.595281	0.60044	0.576571	0.548409	0.563244	0.542402	0.557281	0.537923
22_20018517	22	20018517	0.64	0.568627	0.564356	0.527363	0.550898	0.546454	0.545227	0.610478	0.594841	0.576371	0.548089	0.562674	0.542517	0.557635	0.537872
22_20018621	22	20018621	0.56	0.529412	0.514851	0.542289	0.560878	0.544456	0.538731	0.610078	0.593041	0.576121	0.548109	0.562674	0.542342	0.557643	0.537853
22_20018831	22	20018831	0.56	0.588235	0.564356	0.552239	0.560878	0.534466	0.541729	0.608478	0.592841	0.575921	0.548049	0.562474	0.542292	0.557665	0.537818
22_20019027	22	20019027	0.52	0.607843	0.613861	0.512438	0.526946	0.533467	0.541229	0.605479	0.592341	0.576671	0.547849	0.562884	0.542162	0.557687	0.537809
22_20019035	22	20019035	0.56	0.627451	0.584158	0.527363	0.522954	0.535465	0.541229	0.605079	0.591941	0.576621	0.547829	0.562914	0.542172	0.557689	0.537807
22_20019051	22	20019051	0.72	0.588235	0.514851	0.532338	0.522954	0.533467	0.543228	0.604879	0.592341	0.576721	0.547869	0.562934	0.542162	0.557685	0.537805
22_20020096	22	20020096	0.52	0.509804	0.475248	0.482587	0.497006	0.547453	0.576212	0.582883	0.590341	0.575821	0.548749	0.562274	0.541762	0.557805	0.537689
22_20023207	22	20023207	0.44	0.490196	0.514851	0.467662	0.518962	0.533467	0.550225	0.582883	0.556444	0.572921	0.542549	0.557364	0.543037	0.558211	0.537406
22_20023951	22	20023951	0.64	0.588235	0.594059	0.457711	0.542914	0.53047	0.54073	0.556689	0.557844	0.572971	0.539769	0.555354	0.543522	0.558207	0.537248
22_20024314	22	20024314	0.52	0.588235	0.60396	0.497512	0.560878	0.539461	0.547726	0.547291	0.560044	0.572571	0.537769	0.554574	0.543727	0.558351	0.537134
22_20024763	22	20024763	0.6	0.529412	0.49505	0.562189	0.568862	0.564436	0.544228	0.541692	0.559944	0.570521	0.536389	0.554134	0.544112	0.558501	0.537059
22_20025445	22	20025445	0.6	0.568627	0.50495	0.547264	0.55489	0.537463	0.549725	0.533693	0.559444	0.568922	0.534469	0.552904	0.544477	0.558391	0.536946
22_20025699	22	20025699	0.52	0.568627	0.514851	0.537313	0.55489	0.561439	0.538231	0.532094	0.557144	0.569472	0.534109	0.552744	0.544852	0.558407	0.536917
22_20026280	22	20026280	0.48	0.568627	0.465347	0.507463	0.51497	0.532468	0.533733	0.532094	0.543046	0.566572	0.532669	0.551904	0.545232	0.558227	0.536832
22_20026290	22	20026290	0.52	0.529412	0.50495	0.507463	0.510978	0.531469	0.533233	0.531694	0.543146	0.566372	0.532629	0.551864	0.545247	0.558227	0.536832
22_20026509	22	20026509	0.4	0.45098	0.435644	0.457711	0.50499	0.515485	0.534733	0.537093	0.541646	0.564422	0.532549	0.551604	0.545217	0.558237	0.536786
22_20026629	22	20026629	0.64	0.568627	0.574257	0.507463	0.499002	0.505495	0.527236	0.538692	0.541046	0.563072	0.532249	0.551364	0.545282	0.558209	0.536762
22_20026950	22	20026950	0.4	0.490196	0.415842	0.467662	0.508982	0.52048	0.523238	0.538692	0.540446	0.560072	0.532149	0.550914	0.545377	0.558253	0.536755
22_20027493	22	20027493	0.52	0.54902	0.564356	0.58209	0.550898	0.52048	0.508246	0.537692	0.543346	0.558222	0.532929	0.550134	0.545202	0.558451	0.536641
22_20027868	22	20027868	0.64	0.666667	0.623762	0.477612	0.491018	0.503497	0.521239	0.534293	0.544746	0.556372	0.534489	0.549125	0.545457	0.558437	0.53666
22_20028218	22	20028218	0.6	0.529412	0.514851	0.467662	0.481038	0.506494	0.534733	0.531294	0.549345	0.555922	0.536229	0.548565	0.545722	0.558511	0.536619
22_20029448	22	20029448	0.44	0.45098	0.485149	0.527363	0.562874	0.568432	0.555222	0.535493	0.550145	0.556172	0.542629	0.547565	0.546077	0.558773	0.536623
22_20029745	22	20029745	0.52	0.529412	0.594059	0.60199	0.570858	0.541459	0.546727	0.543491	0.548845	0.555272	0.544429	0.547285	0.546237	0.558923	0.536625
22_20029922	22	20029922	0.52	0.509804	0.49505	0.542289	0.538922	0.525475	0.528736	0.545291	0.548345	0.555522	0.545249	0.546965	0.546287	0.558917	0.536626
22_20031655	22	20031655	0.48	0.470588	0.524752	0.577114	0.598802	0.587413	0.577211	0.569686	0.549545	0.548123	0.551129	0.547345	0.547142	0.559589	0.536755
22_20034173	22	20034173	0.68	0.509804	0.514851	0.512438	0.497006	0.503497	0.551224	0.568686	0.553145	0.544323	0.551509	0.545145	0.548417	0.560233	0.537048
22_20034209	22	20034209	0.32	0.333333	0.425743	0.482587	0.477046	0.503497	0.549225	0.568286	0.553145	0.544423	0.551369	0.545205	0.548407	0.560251	0.537067
22_20034340	22	20034340	0.36	0.45098	0.425743	0.41791	0.481038	0.5005	0.543228	0.567686	0.551645	0.545223	0.550849	0.545035	0.548477	0.560253	0.537075
22_20034415	22	20034415	0.36	0.333333	0.346535	0.427861	0.469062	0.514486	0.536232	0.566887	0.552045	0.544773	0.550589	0.544905	0.548542	0.560227	0.537058
22_20034464	22	20034464	0.4	0.411765	0.425743	0.452736	0.477046	0.505495	0.534233	0.567087	0.552445	0.544773	0.550329	0.544865	0.548572	0.560231	0.537066
22_20034975	22	20034975	0.52	0.509804	0.50495	0.537313	0.56487	0.551449	0.536732	0.563087	0.550045	0.544373	0.548669	0.544805	0.548882	0.560213	0.537089
22_20035487	22	20035487	0.64	0.54902	0.475248	0.567164	0.570858	0.572428	0.542729	0.55129	0.550645	0.543373	0.548209	0.544315	0.549222	0.560309	0.53716
22_20035576	22	20035576	0.6	0.627451	0.623762	0.616915	0.582834	0.547453	0.54023	0.55029	0.550645	0.542623	0.548129	0.544035	0.549287	0.560329	0.537153
22_20038129	22	20038129	0.48	0.45098	0.445545	0.492537	0.526946	0.549451	0.533733	0.535093	0.536746	0.538173	0.549049	0.541235	0.551117	0.560297	0.537359
22_20042355	22	20042355	0.52	0.45098	0.465347	0.477612	0.471058	0.478521	0.510245	0.537892	0.521648	0.520524	0.545969	0.537375	0.553622	0.560779	0.537477
22_20044327	22	20044327	0.52	0.509804	0.435644	0.532338	0.55489	0.563437	0.555722	0.516697	0.508049	0.522074	0.544389	0.536835	0.555122	0.561045	0.537434
22_20044484	22	20044484	0.56	0.54902	0.534653	0.532338	0.548902	0.569431	0.548226	0.516497	0.508049	0.523724	0.544289	0.536995	0.555217	0.561053	0.537409
22_20044804	22	20044804	0.52	0.509804	0.49505	0.567164	0.578842	0.538462	0.536232	0.516297	0.506149	0.524874	0.543989	0.537115	0.555292	0.561033	0.53738
22_20046868	22	20046868	0.48	0.568627	0.445545	0.457711	0.447106	0.470529	0.486757	0.479904	0.492051	0.528024	0.539629	0.534675	0.557512	0.561135	0.537305
22_20048167	22	20048167	0.72	0.627451	0.594059	0.537313	0.497006	0.447552	0.462269	0.469306	0.50445	0.529624	0.536689	0.531285	0.558667	0.561129	0.537199
22_20049792	22	20049792	0.44	0.45098	0.415842	0.442786	0.479042	0.472527	0.445277	0.472306	0.509949	0.522974	0.532949	0.528575	0.560552	0.561365	0.537163
22_20057410	22	20057410	0.64	0.647059	0.653465	0.641791	0.618762	0.607393	0.571714	0.527894	0.562544	0.544873	0.529789	0.533875	0.563722	0.561199	0.537651
22_20057888	22	20057888	0.56	0.607843	0.613861	0.512438	0.508982	0.527473	0.538731	0.531094	0.560944	0.544623	0.528949	0.534565	0.564007	0.561283	0.537666
22_20058821	22	20058821	0.36	0.431373	0.425743	0.437811	0.439122	0.467532	0.453273	0.526095	0.562944	0.547573	0.527409	0.535165	0.564877	0.561189	0.537705
22_20059164	22	20059164	0.48	0.411765	0.435644	0.482587	0.449102	0.444555	0.453773	0.525095	0.562544	0.550372	0.527069	0.535145	0.564917	0.561187	0.537695
22_20062878	22	20062878	0.6	0.607843	0.574257	0.482587	0.542914	0.577423	0.608696	0.593681	0.550245	0.549173	0.526329	0.535045	0.564972	0.560967	0.537497
22_20064919	22	20064919	0.48	0.509804	0.524752	0.527363	0.568862	0.558442	0.572714	0.580284	0.566143	0.531773	0.526189	0.536075	0.564437	0.561529	0.53759
22_20064958	22	20064958	0.52	0.509804	0.514851	0.527363	0.54491	0.557443	0.570715	0.578684	0.567243	0.531973	0.526189	0.536135	0.564432	0.561533	0.537591
22_20065009	22	20065009	0.44	0.529412	0.524752	0.522388	0.552894	0.555445	0.568716	0.577684	0.567543	0.532273	0.526149	0.536115	0.564437	0.561535	0.537587
22_20065043	22	20065043	0.56	0.54902	0.514851	0.532338	0.540918	0.548452	0.568216	0.577085	0.567843	0.532023	0.525949	0.536135	0.564452	0.561551	0.537585
22_20067577	22	20067577	0.4	0.352941	0.425743	0.512438	0.497006	0.490509	0.52024	0.539692	0.542946	0.514474	0.526069	0.535995	0.564887	0.561961	0.537573
22_20069935	22	20069935	0.56	0.588235	0.564356	0.597015	0.57485	0.547453	0.538731	0.511298	0.50195	0.520124	0.525849	0.535815	0.565672	0.561501	0.537725
22_20072576	22	20072576	0.6	0.588235	0.564356	0.487562	0.46507	0.422577	0.462769	0.464507	0.476852	0.521624	0.52091	0.534145	0.564977	0.561265	0.537837
22_20087052	22	20087052	0.64	0.568627	0.49505	0.547264	0.520958	0.503497	0.537731	0.529694	0.522048	0.522624	0.52091	0.541665	0.563977	0.560755	0.539
22_20105440	22	20105440	0.48	0.568627	0.564356	0.537313	0.556886	0.537463	0.56072	0.539292	0.548145	0.529974	0.543849	0.562324	0.567132	0.556151	0.540303
22_20110836	22	20110836	0.4	0.411765	0.534653	0.522388	0.45509	0.521479	0.557721	0.584883	0.59514	0.571271	0.555789	0.566804	0.569642	0.558927	0.540617
22_20111059	22	20111059	0.52	0.470588	0.475248	0.462687	0.500998	0.497502	0.556222	0.586683	0.59694	0.571921	0.555769	0.566974	0.569622	0.559009	0.540642
22_20120206	22	20120206	0.64	0.529412	0.534653	0.532338	0.538922	0.551449	0.542229	0.541292	0.585041	0.579921	0.575088	0.569154	0.569047	0.560265	0.54083
22_20128492	22	20128492	0.56	0.470588	0.50495	0.507463	0.520958	0.52048	0.553223	0.55229	0.605539	0.587871	0.604688	0.580054	0.570087	0.557541	0.540516
22_20151370	22	20151370	0.24	0.431373	0.455446	0.497512	0.497006	0.532468	0.589705	0.602679	0.620938	0.628419	0.611308	0.597814	0.580867	0.552033	0.541106
22_20153539	22	20153539	0.68	0.627451	0.49505	0.462687	0.479042	0.492507	0.563718	0.580284	0.620538	0.620419	0.614608	0.600794	0.580767	0.551927	0.541353
22_20157379	22	20157379	0.52	0.509804	0.574257	0.631841	0.644711	0.64036	0.628686	0.630074	0.607639	0.60752	0.613968	0.602744	0.579577	0.552087	0.541381
22_20167245	22	20167245	0.6	0.509804	0.534653	0.437811	0.528942	0.571429	0.58071	0.602879	0.590941	0.59577	0.607128	0.602954	0.582457	0.550543	0.540132
22_20168892	22	20168892	0.52	0.588235	0.623762	0.606965	0.606786	0.619381	0.635182	0.593681	0.591041	0.59362	0.604908	0.602264	0.584257	0.550489	0.540189
22_20173794	22	20173794	0.56	0.627451	0.623762	0.587065	0.60479	0.639361	0.587706	0.587083	0.594941	0.60472	0.602928	0.601714	0.587562	0.550735	0.540444
22_20175939	22	20175939	0.32	0.372549	0.386139	0.437811	0.532934	0.548452	0.58021	0.604279	0.60024	0.60437	0.595108	0.601114	0.588907	0.551785	0.540154
22_20177743	22	20177743	0.6	0.588235	0.574257	0.527363	0.592814	0.617383	0.617691	0.609678	0.611139	0.60572	0.595388	0.602834	0.589897	0.552201	0.539998
22_20178699	22	20178699	0.6	0.666667	0.594059	0.562189	0.59481	0.629371	0.64018	0.615477	0.617938	0.60632	0.597448	0.603634	0.590357	0.552425	0.539907
22_20180772	22	20180772	0.6	0.45098	0.455446	0.457711	0.538922	0.574426	0.627686	0.634873	0.616538	0.59432	0.596688	0.604694	0.590282	0.552913	0.539648
22_20181081	22	20181081	0.68	0.470588	0.50495	0.547264	0.550898	0.578422	0.628186	0.631874	0.618438	0.59417	0.596908	0.604554	0.590487	0.552993	0.539652
22_20185296	22	20185296	0.6	0.588235	0.564356	0.497512	0.560878	0.609391	0.597201	0.595081	0.589541	0.59897	0.595748	0.603374	0.592012	0.553561	0.539984
22_20185378	22	20185378	0.24	0.27451	0.415842	0.502488	0.558882	0.603397	0.590705	0.594881	0.588641	0.59907	0.595828	0.603354	0.592052	0.553569	0.539997
22_20187436	22	20187436	0.6	0.607843	0.554455	0.567164	0.572854	0.61039	0.5992	0.564287	0.580042	0.60587	0.598108	0.603154	0.593337	0.554359	0.540046
22_20187700	22	20187700	0.48	0.529412	0.574257	0.59204	0.578842	0.602398	0.611194	0.556289	0.579742	0.60547	0.597748	0.603354	0.593352	0.554501	0.540027
22_20189538	22	20189538	0.52	0.45098	0.405941	0.393035	0.483034	0.443556	0.507246	0.563287	0.579842	0.60002	0.600048	0.603694	0.593717	0.555397	0.539849
22_20189696	22	20189696	0.68	0.54902	0.574257	0.502488	0.453094	0.462537	0.497751	0.561488	0.580142	0.59857	0.599968	0.603654	0.593857	0.555405	0.539844
22_20189797	22	20189797	0.32	0.352941	0.455446	0.502488	0.467066	0.486513	0.50075	0.561488	0.581342	0.59757	0.599808	0.603654	0.593792	0.555413	0.539847
22_20190072	22	20190072	0.56	0.529412	0.50495	0.527363	0.500998	0.517483	0.501749	0.564487	0.580642	0.59532	0.599348	0.603514	0.593837	0.555505	0.539876
22_20190325	22	20190325	0.56	0.54902	0.514851	0.542289	0.562874	0.536464	0.52024	0.567686	0.581142	0.59272	0.599288	0.603624	0.593917	0.555581	0.539918
22_20190368	22	20190368	0.56	0.54902	0.584158	0.522388	0.558882	0.533467	0.52024	0.568486	0.581842	0.59222	0.599188	0.603624	0.593957	0.555585	0.539915
22_20190572	22	20190572	0.64	0.54902	0.524752	0.552239	0.572854	0.551449	0.537731	0.564487	0.585041	0.59037	0.599128	0.603724	0.593972	0.555657	0.539922
22_20190624	22	20190624	0.56	0.529412	0.50495	0.552239	0.562874	0.556444	0.53973	0.563287	0.585241	0.59047	0.598988	0.603724	0.594067	0.555651	0.539924
22_20191276	22	20191276	0.56	0.588235	0.574257	0.552239	0.570858	0.565435	0.578211	0.560088	0.587141	0.589521	0.599648	0.603594	0.594462	0.555699	0.54006
22_20191278	22	20191278	0.56	0.588235	0.564356	0.547264	0.570858	0.564436	0.57921	0.560088	0.587241	0.589571	0.599648	0.603594	0.594467	0.555699	0.54006
22_20191392	22	20191392	0.52	0.509804	0.485149	0.562189	0.57485	0.58042	0.585707	0.561088	0.587841	0.588671	0.599728	0.603634	0.594517	0.555693	0.540092
22_20191406	22	20191406	0.48	0.490196	0.485149	0.572139	0.576846	0.583417	0.586207	0.561288	0.587941	0.588571	0.599788	0.603654	0.594532	0.555697	0.540095
22_20191466	22	20191466	0.72	0.686275	0.60396	0.58209	0.588822	0.59041	0.587706	0.562887	0.588141	0.588071	0.599928	0.603474	0.594617	0.555713	0.540111
22_20191700	22	20191700	0.6	0.588235	0.584158	0.61194	0.630739	0.606394	0.595202	0.569886	0.590241	0.586421	0.599828	0.603384	0.594717	0.555647	0.540169
22_20197596	22	20197596	0.48	0.509804	0.524752	0.542289	0.628743	0.624376	0.627686	0.592082	0.586841	0.586921	0.590728	0.602864	0.595412	0.555833	0.540268
22_20197609	22	20197609	0.56	0.529412	0.544554	0.537313	0.622754	0.621379	0.624688	0.592082	0.587041	0.586871	0.590688	0.602884	0.595417	0.555839	0.540266
22_20197934	22	20197934	0.6	0.607843	0.633663	0.621891	0.634731	0.621379	0.605197	0.582084	0.587641	0.587821	0.591408	0.602774	0.595807	0.555817	0.54032
22_20197964	22	20197964	0.72	0.666667	0.643564	0.616915	0.632735	0.616384	0.601699	0.580284	0.587641	0.588071	0.591388	0.602884	0.595797	0.555813	0.540331
22_20199608	22	20199608	0.44	0.45098	0.485149	0.482587	0.479042	0.514486	0.513243	0.553489	0.586641	0.59182	0.592428	0.601734	0.597442	0.555887	0.540562
22_20200020	22	20200020	0.52	0.529412	0.544554	0.542289	0.481038	0.481518	0.498751	0.54809	0.587041	0.59562	0.592048	0.601484	0.598117	0.555983	0.540618
22_20200052	22	20200052	0.48	0.490196	0.50495	0.537313	0.48503	0.482517	0.497751	0.54909	0.586241	0.59597	0.592088	0.601424	0.598167	0.556013	0.540617
22_20200400	22	20200400	0.36	0.411765	0.485149	0.467662	0.500998	0.494505	0.493253	0.55049	0.586541	0.59732	0.591368	0.600914	0.598152	0.556087	0.54064
22_20200637	22	20200637	0.56	0.588235	0.643564	0.636816	0.506986	0.488511	0.504248	0.55029	0.585941	0.59852	0.591188	0.600544	0.598092	0.556049	0.540668
22_20202199	22	20202199	0.52	0.490196	0.524752	0.58209	0.602794	0.603397	0.592204	0.569686	0.581042	0.60267	0.592288	0.599404	0.598482	0.555925	0.540708
22_20206338	22	20206338	0.6	0.627451	0.594059	0.567164	0.570858	0.556444	0.596702	0.608678	0.612139	0.60002	0.592388	0.597004	0.599992	0.554863	0.54097
22_20221507	22	20221507	0.28	0.392157	0.445545	0.452736	0.381238	0.442557	0.515742	0.55249	0.550945	0.586121	0.601408	0.601424	0.599617	0.552707	0.540086
22_20225431	22	20225431	0.56	0.54902	0.514851	0.527363	0.530938	0.521479	0.55972	0.602879	0.589241	0.586671	0.604648	0.600994	0.597847	0.551601	0.539362
22_20232125	22	20232125	0.6	0.568627	0.574257	0.606965	0.628743	0.623377	0.631184	0.624275	0.617938	0.618269	0.597268	0.599894	0.591332	0.549365	0.538404
22_20232958	22	20232958	0.48	0.568627	0.594059	0.572139	0.606786	0.614386	0.623188	0.626875	0.619738	0.621819	0.596068	0.599584	0.590342	0.549181	0.538376
