	Chr	Position	25bp	50bp	100bp	200bp	500bp	1kb	2kb	5kb	10kb	20kb	50kb	100kb	200kb	500kb	1Mb
21_17296741	21	17296741	0.44	0.470588	0.49505	0.532338	0.50499	0.513487	0.493253	0.433913	0.461754	0.432178	0.410272	0.391656	0.386523	0.394273	0.386186
21_17297119	21	17297119	0.44	0.411765	0.49505	0.477612	0.471058	0.486513	0.507246	0.440512	0.455754	0.435678	0.409092	0.391566	0.386513	0.394283	0.386204
21_17298412	21	17298412	0.44	0.45098	0.475248	0.442786	0.447106	0.43956	0.452774	0.473905	0.433257	0.439778	0.406552	0.390786	0.386718	0.394241	0.386095
21_17298699	21	17298699	0.4	0.333333	0.386139	0.378109	0.431138	0.445554	0.443278	0.473905	0.434357	0.442678	0.406852	0.390536	0.386838	0.394385	0.386094
21_17298978	21	17298978	0.52	0.529412	0.544554	0.487562	0.447106	0.444555	0.454773	0.465307	0.437856	0.445078	0.406772	0.390256	0.386868	0.394443	0.386096
21_17299197	21	17299197	0.52	0.431373	0.386139	0.437811	0.453094	0.441558	0.45927	0.461908	0.440156	0.448478	0.407192	0.390036	0.387003	0.394357	0.386094
21_17300248	21	17300248	0.36	0.392157	0.445545	0.452736	0.453094	0.472527	0.466267	0.44991	0.451755	0.448878	0.406372	0.388966	0.387518	0.394235	0.38608
21_17300266	21	17300266	0.32	0.392157	0.435644	0.442786	0.443114	0.473526	0.466267	0.45031	0.451955	0.449178	0.406392	0.388946	0.387513	0.394243	0.386079
21_17300709	21	17300709	0.52	0.490196	0.49505	0.477612	0.453094	0.453546	0.470265	0.44751	0.455854	0.450077	0.406232	0.389506	0.387558	0.394299	0.386031
21_17300786	21	17300786	0.44	0.470588	0.49505	0.512438	0.457086	0.456543	0.467266	0.44791	0.455754	0.450577	0.406272	0.389546	0.387538	0.394311	0.386025
21_17301265	21	17301265	0.4	0.470588	0.475248	0.472637	0.451098	0.463536	0.43978	0.44891	0.453155	0.449278	0.405552	0.389266	0.387458	0.394355	0.38602
21_17301532	21	17301532	0.48	0.392157	0.39604	0.437811	0.461078	0.441558	0.446777	0.447111	0.451955	0.449378	0.405612	0.389316	0.387733	0.394387	0.386079
21_17301590	21	17301590	0.44	0.470588	0.485149	0.462687	0.453094	0.431568	0.448776	0.44751	0.450755	0.449128	0.405772	0.389256	0.387728	0.394403	0.386086
21_17302216	21	17302216	0.36	0.372549	0.455446	0.462687	0.421158	0.428571	0.432284	0.45011	0.451455	0.443178	0.406012	0.389746	0.387633	0.394385	0.38605
21_17302481	21	17302481	0.4	0.392157	0.415842	0.457711	0.461078	0.430569	0.43928	0.446311	0.450655	0.438528	0.405832	0.390086	0.387758	0.394409	0.386084
21_17302669	21	17302669	0.52	0.470588	0.445545	0.437811	0.431138	0.445554	0.434783	0.443711	0.450755	0.436028	0.406812	0.390316	0.387833	0.394423	0.386094
21_17302981	21	17302981	0.4	0.372549	0.445545	0.467662	0.417166	0.443556	0.430285	0.440912	0.447055	0.431578	0.407312	0.390816	0.387943	0.394481	0.386126
21_17303130	21	17303130	0.4	0.392157	0.386139	0.393035	0.441118	0.440559	0.437781	0.444711	0.445455	0.430178	0.407652	0.391076	0.388078	0.394527	0.386134
21_17303217	21	17303217	0.44	0.372549	0.376238	0.41791	0.453094	0.431568	0.438781	0.443511	0.444256	0.429679	0.408092	0.391176	0.388118	0.394539	0.386137
21_17303585	21	17303585	0.24	0.27451	0.405941	0.383085	0.429142	0.42957	0.442779	0.438112	0.445455	0.429579	0.409092	0.391756	0.388113	0.394529	0.38619
21_17303998	21	17303998	0.44	0.490196	0.485149	0.462687	0.437126	0.42957	0.445277	0.438912	0.448455	0.430228	0.408772	0.391706	0.388388	0.394705	0.386226
21_17304574	21	17304574	0.48	0.470588	0.485149	0.452736	0.45509	0.460539	0.433283	0.446111	0.453355	0.430728	0.407912	0.392246	0.388763	0.394777	0.386312
21_17304959	21	17304959	0.52	0.529412	0.514851	0.492537	0.461078	0.43956	0.43928	0.445911	0.450055	0.432378	0.406892	0.392596	0.388903	0.394731	0.386303
21_17305067	21	17305067	0.44	0.431373	0.386139	0.427861	0.459082	0.430569	0.438281	0.44771	0.447755	0.432328	0.406772	0.392646	0.388758	0.394785	0.386306
21_17305175	21	17305175	0.64	0.568627	0.514851	0.452736	0.447106	0.446553	0.437781	0.44971	0.445955	0.432078	0.406452	0.392756	0.388698	0.394813	0.386311
21_17306239	21	17306239	0.4	0.372549	0.415842	0.432836	0.463074	0.436563	0.451274	0.445511	0.438856	0.431378	0.406312	0.392826	0.388848	0.394915	0.386418
21_17306308	21	17306308	0.48	0.490196	0.50495	0.487562	0.463074	0.443556	0.446777	0.44811	0.438256	0.430928	0.406272	0.392896	0.388868	0.394921	0.38643
21_17306447	21	17306447	0.52	0.509804	0.524752	0.517413	0.463074	0.462537	0.454773	0.44891	0.437156	0.429229	0.406632	0.392686	0.388868	0.394939	0.386446
21_17306563	21	17306563	0.44	0.392157	0.405941	0.452736	0.477046	0.470529	0.461269	0.45011	0.436256	0.428229	0.407052	0.392886	0.388883	0.394939	0.386441
21_17306790	21	17306790	0.52	0.490196	0.49505	0.492537	0.461078	0.483516	0.45927	0.453909	0.437356	0.425479	0.407232	0.392966	0.389063	0.394899	0.386468
21_17306855	21	17306855	0.6	0.54902	0.524752	0.512438	0.49501	0.47952	0.457271	0.454909	0.436656	0.425479	0.407492	0.392956	0.389088	0.394903	0.386471
21_17307166	21	17307166	0.52	0.54902	0.524752	0.457711	0.473054	0.493506	0.446777	0.456909	0.435756	0.423229	0.407772	0.392856	0.389273	0.394903	0.386466
21_17307233	21	17307233	0.24	0.294118	0.336634	0.422886	0.483034	0.487512	0.447276	0.455909	0.434757	0.422879	0.407792	0.392746	0.389273	0.394909	0.386472
21_17307286	21	17307286	0.52	0.372549	0.346535	0.39801	0.487026	0.47952	0.44078	0.456909	0.433757	0.422679	0.407692	0.392746	0.389298	0.394911	0.386473
21_17307608	21	17307608	0.64	0.627451	0.574257	0.472637	0.441118	0.427572	0.447276	0.44971	0.431057	0.420129	0.407732	0.392826	0.389593	0.394911	0.386484
21_17308636	21	17308636	0.72	0.607843	0.584158	0.497512	0.52495	0.47952	0.45977	0.442511	0.423858	0.418529	0.406252	0.393356	0.389808	0.395039	0.38666
21_17309079	21	17309079	0.6	0.509804	0.534653	0.527363	0.516966	0.517483	0.464268	0.432713	0.421758	0.419979	0.405432	0.393716	0.389853	0.394991	0.386692
21_17309626	21	17309626	0.4	0.411765	0.405941	0.393035	0.459082	0.444555	0.450775	0.424515	0.416058	0.417379	0.405752	0.393906	0.389823	0.395159	0.38665
21_17309649	21	17309649	0.36	0.392157	0.386139	0.40796	0.447106	0.444555	0.448276	0.422316	0.416058	0.417429	0.405852	0.393936	0.389793	0.395147	0.386652
21_17310023	21	17310023	0.4	0.372549	0.346535	0.338308	0.367265	0.388611	0.427286	0.414517	0.414659	0.413929	0.406072	0.394156	0.389983	0.395231	0.386659
21_17311123	21	17311123	0.32	0.313725	0.326733	0.363184	0.373253	0.373626	0.388306	0.405119	0.409459	0.40718	0.405912	0.395126	0.390223	0.395225	0.386646
21_17311374	21	17311374	0.2	0.294118	0.326733	0.373134	0.381238	0.397602	0.381809	0.39992	0.408059	0.40523	0.405752	0.395136	0.390233	0.395167	0.386644
21_17311604	21	17311604	0.56	0.54902	0.445545	0.432836	0.419162	0.387612	0.378311	0.392122	0.405159	0.40513	0.405772	0.395036	0.390468	0.395187	0.386633
21_17312422	21	17312422	0.2	0.352941	0.356436	0.38806	0.359281	0.351648	0.38081	0.376125	0.392861	0.40178	0.405992	0.396056	0.390823	0.395305	0.386558
21_17313081	21	17313081	0.4	0.411765	0.366337	0.393035	0.365269	0.372627	0.364818	0.373125	0.387861	0.39838	0.405232	0.396446	0.391013	0.395353	0.386675
21_17313682	21	17313682	0.36	0.372549	0.39604	0.393035	0.363273	0.366633	0.365317	0.376725	0.389961	0.39593	0.405252	0.397296	0.391248	0.395383	0.386735
21_17313708	21	17313708	0.4	0.372549	0.376238	0.393035	0.353293	0.364635	0.365817	0.375925	0.389861	0.39618	0.405212	0.397356	0.391253	0.395395	0.386735
21_17314087	21	17314087	0.32	0.294118	0.336634	0.368159	0.343313	0.363636	0.374813	0.377125	0.390561	0.39533	0.405452	0.397696	0.391503	0.395417	0.38677
21_17315060	21	17315060	0.32	0.352941	0.346535	0.358209	0.38523	0.376623	0.378311	0.367526	0.379062	0.39058	0.406112	0.398306	0.391693	0.395479	0.38689
21_17315778	21	17315778	0.48	0.411765	0.425743	0.383085	0.393214	0.376623	0.374813	0.365727	0.375062	0.388431	0.406272	0.398796	0.391983	0.395513	0.386848
21_17315921	21	17315921	0.4	0.411765	0.39604	0.393035	0.387226	0.386613	0.366317	0.368326	0.374363	0.387781	0.406632	0.398946	0.392208	0.395479	0.38686
21_17316183	21	17316183	0.44	0.372549	0.356436	0.343284	0.383234	0.382617	0.35982	0.376725	0.373263	0.386531	0.406812	0.399216	0.392308	0.395473	0.38687
21_17316257	21	17316257	0.36	0.294118	0.386139	0.393035	0.381238	0.368631	0.35982	0.378724	0.372363	0.385881	0.406752	0.399386	0.392308	0.395457	0.386878
21_17317555	21	17317555	0.2	0.27451	0.277228	0.363184	0.319361	0.346653	0.366317	0.379524	0.370863	0.381931	0.404992	0.401096	0.391888	0.395233	0.386859
21_17317636	21	17317636	0.48	0.392157	0.366337	0.293532	0.319361	0.342657	0.377811	0.381524	0.370263	0.381781	0.404512	0.400996	0.391868	0.395209	0.386854
21_17317665	21	17317665	0.36	0.392157	0.346535	0.308458	0.325349	0.346653	0.378311	0.384123	0.370263	0.381931	0.404432	0.400956	0.391878	0.395199	0.386854
21_17318262	21	17318262	0.44	0.470588	0.475248	0.492537	0.453094	0.448551	0.423788	0.376925	0.367463	0.388881	0.401852	0.401226	0.392083	0.395233	0.386773
21_17318421	21	17318421	0.56	0.509804	0.475248	0.497512	0.508982	0.478521	0.423788	0.374325	0.365163	0.388831	0.402012	0.401236	0.392193	0.395323	0.386762
21_17319089	21	17319089	0.4	0.45098	0.435644	0.442786	0.443114	0.430569	0.422289	0.371726	0.369163	0.385181	0.403032	0.402036	0.392378	0.395423	0.386901
21_17319313	21	17319313	0.36	0.313725	0.316832	0.328358	0.357285	0.375624	0.41979	0.373925	0.371263	0.384231	0.403532	0.402706	0.392413	0.395439	0.386969
21_17320573	21	17320573	0.24	0.27451	0.29703	0.298507	0.285429	0.326673	0.34083	0.374925	0.367563	0.382231	0.406792	0.404466	0.392893	0.395451	0.387148
21_17320695	21	17320695	0.32	0.235294	0.267327	0.278607	0.305389	0.301698	0.342829	0.373325	0.367263	0.381631	0.406932	0.404686	0.392938	0.395487	0.387133
21_17320845	21	17320845	0.32	0.392157	0.306931	0.298507	0.301397	0.302697	0.355822	0.366327	0.365963	0.381981	0.407152	0.404726	0.393083	0.395497	0.387127
21_17321435	21	17321435	0.04	0.196078	0.326733	0.427861	0.377246	0.375624	0.343328	0.35013	0.363364	0.382481	0.405092	0.405106	0.393343	0.395455	0.387193
21_17321436	21	17321436	0.04	0.215686	0.326733	0.427861	0.377246	0.375624	0.343828	0.35013	0.363264	0.382481	0.405072	0.405116	0.393343	0.395455	0.387193
21_17321703	21	17321703	0.4	0.313725	0.346535	0.353234	0.437126	0.373626	0.348826	0.352729	0.364864	0.382731	0.403872	0.404686	0.393283	0.395465	0.387226
21_17322274	21	17322274	0.4	0.333333	0.336634	0.318408	0.305389	0.347652	0.354823	0.354529	0.369563	0.383631	0.403372	0.403276	0.393603	0.395511	0.387225
21_17322313	21	17322313	0.44	0.411765	0.356436	0.348259	0.305389	0.342657	0.353823	0.355929	0.369663	0.384031	0.403432	0.403186	0.393628	0.395537	0.38722
21_17322519	21	17322519	0.36	0.392157	0.346535	0.318408	0.339321	0.314685	0.34083	0.353729	0.371663	0.383731	0.402612	0.402966	0.393693	0.395585	0.387195
21_17322895	21	17322895	0.36	0.27451	0.306931	0.333333	0.337325	0.323676	0.344828	0.35093	0.380762	0.383831	0.401672	0.402736	0.393963	0.395549	0.387187
21_17322994	21	17322994	0.36	0.352941	0.376238	0.348259	0.335329	0.318681	0.338331	0.35133	0.382962	0.384431	0.401472	0.402736	0.393948	0.395539	0.387189
21_17323119	21	17323119	0.4	0.313725	0.346535	0.338308	0.317365	0.334665	0.352324	0.352929	0.385061	0.384231	0.401352	0.402586	0.394038	0.395545	0.387177
21_17323389	21	17323389	0.08	0.176471	0.237624	0.278607	0.337325	0.356643	0.364818	0.356729	0.386561	0.385031	0.400812	0.402476	0.394258	0.395495	0.387168
21_17324702	21	17324702	0.2	0.235294	0.29703	0.358209	0.359281	0.334665	0.368816	0.362927	0.384962	0.383131	0.398812	0.402686	0.394573	0.395407	0.387144
21_17324788	21	17324788	0.4	0.470588	0.415842	0.363184	0.349301	0.338661	0.364318	0.364727	0.385461	0.382781	0.398532	0.402686	0.394553	0.395399	0.387155
21_17324793	21	17324793	0.4	0.470588	0.415842	0.368159	0.349301	0.338661	0.363318	0.364927	0.385661	0.382781	0.398512	0.402696	0.394563	0.395397	0.387157
21_17325082	21	17325082	0.32	0.333333	0.326733	0.283582	0.335329	0.355644	0.353323	0.372326	0.386561	0.381331	0.397232	0.402676	0.394728	0.395395	0.387163
21_17326279	21	17326279	0.44	0.431373	0.376238	0.353234	0.349301	0.354645	0.372814	0.408518	0.392461	0.381081	0.394972	0.403176	0.395533	0.395625	0.38719
21_17326333	21	17326333	0.32	0.392157	0.386139	0.38806	0.363273	0.366633	0.374313	0.408718	0.392561	0.380531	0.394732	0.403296	0.395548	0.395635	0.387179
21_17327326	21	17327326	0.36	0.352941	0.425743	0.447761	0.437126	0.461538	0.476762	0.415117	0.39616	0.381231	0.393752	0.404376	0.395813	0.395697	0.387193
21_17327647	21	17327647	0.6	0.607843	0.613861	0.567164	0.518962	0.511489	0.478261	0.420916	0.39726	0.379831	0.394172	0.404436	0.395958	0.395651	0.387188
21_17327824	21	17327824	0.48	0.54902	0.485149	0.542289	0.572854	0.544456	0.475262	0.421716	0.39766	0.379631	0.394552	0.404356	0.396108	0.395647	0.387184
21_17337893	21	17337893	0.6	0.54902	0.475248	0.432836	0.373253	0.321678	0.315342	0.355129	0.384062	0.39628	0.391192	0.404216	0.399203	0.396619	0.387455
21_17338052	21	17338052	0.48	0.490196	0.445545	0.412935	0.391218	0.33966	0.318341	0.358528	0.383462	0.39403	0.391412	0.404166	0.399208	0.396563	0.387436
21_17341553	21	17341553	0.32	0.333333	0.415842	0.447761	0.481038	0.488511	0.477261	0.433113	0.407059	0.383831	0.393432	0.405626	0.398283	0.395785	0.387736
21_17342091	21	17342091	0.52	0.411765	0.415842	0.487562	0.487026	0.481518	0.466767	0.437912	0.40396	0.382781	0.394672	0.405156	0.398398	0.395733	0.387739
21_17344016	21	17344016	0.36	0.372549	0.435644	0.40796	0.40519	0.414585	0.433283	0.430914	0.417258	0.39538	0.394052	0.402716	0.398588	0.395395	0.387704
21_17344476	21	17344476	0.44	0.431373	0.465347	0.452736	0.47505	0.471528	0.456772	0.420116	0.414859	0.39628	0.395292	0.402986	0.398743	0.395399	0.387679
21_17346227	21	17346227	0.36	0.333333	0.376238	0.353234	0.339321	0.336663	0.38031	0.404919	0.40146	0.39648	0.398992	0.403836	0.399603	0.395215	0.387754
21_17347542	21	17347542	0.36	0.313725	0.316832	0.318408	0.359281	0.388611	0.373813	0.372126	0.389861	0.40033	0.397952	0.401586	0.399508	0.395071	0.387802
21_17347573	21	17347573	0.4	0.431373	0.376238	0.333333	0.341317	0.390609	0.377811	0.369926	0.389561	0.40058	0.398052	0.401556	0.399508	0.395089	0.387802
21_17347848	21	17347848	0.32	0.294118	0.306931	0.328358	0.373253	0.348651	0.392804	0.362527	0.392061	0.40198	0.397972	0.401536	0.399368	0.395079	0.387808
21_17347974	21	17347974	0.36	0.392157	0.435644	0.383085	0.367265	0.348651	0.391304	0.362527	0.393461	0.40073	0.398052	0.401506	0.399308	0.395077	0.387833
21_17349035	21	17349035	0.4	0.313725	0.336634	0.328358	0.327345	0.36963	0.353823	0.359128	0.40126	0.40538	0.398272	0.400816	0.398683	0.395091	0.387932
21_17350212	21	17350212	0.2	0.313725	0.277228	0.293532	0.327345	0.363636	0.344828	0.374925	0.392161	0.40728	0.398952	0.400536	0.398663	0.395243	0.387925
21_17350827	21	17350827	0.4	0.411765	0.39604	0.378109	0.347305	0.375624	0.33983	0.395521	0.387361	0.40683	0.399112	0.400226	0.398908	0.395185	0.387963
21_17350993	21	17350993	0.2	0.27451	0.227723	0.243781	0.311377	0.347652	0.343328	0.402919	0.386861	0.40698	0.399232	0.400066	0.398993	0.395231	0.387944
21_17351352	21	17351352	0.16	0.196078	0.257426	0.298507	0.305389	0.300699	0.377811	0.40112	0.389761	0.40773	0.400952	0.399666	0.399203	0.395383	0.387948
21_17354250	21	17354250	0.52	0.411765	0.376238	0.378109	0.393214	0.397602	0.412294	0.425515	0.394061	0.40428	0.399372	0.399046	0.399793	0.395305	0.38813
21_17355105	21	17355105	0.44	0.392157	0.356436	0.343284	0.333333	0.374625	0.373313	0.409118	0.40306	0.39658	0.399272	0.399016	0.400428	0.395155	0.388178
21_17355264	21	17355264	0.32	0.392157	0.316832	0.318408	0.337325	0.353646	0.377811	0.405519	0.405959	0.39593	0.399252	0.398696	0.400618	0.395125	0.388172
21_17356687	21	17356687	0.44	0.372549	0.386139	0.39801	0.413174	0.388611	0.381809	0.387323	0.419958	0.40183	0.399612	0.398236	0.401143	0.394739	0.388202
21_17357841	21	17357841	0.44	0.411765	0.356436	0.338308	0.359281	0.383616	0.387306	0.394921	0.413459	0.40403	0.399512	0.397686	0.401608	0.394639	0.388294
21_17358369	21	17358369	0.52	0.411765	0.435644	0.477612	0.423154	0.405594	0.4003	0.404119	0.405059	0.40448	0.398852	0.397546	0.401668	0.394729	0.388363
21_17360692	21	17360692	0.44	0.372549	0.376238	0.422886	0.423154	0.462537	0.444278	0.429114	0.40466	0.413479	0.402772	0.396056	0.402458	0.394299	0.388312
21_17360998	21	17360998	0.6	0.627451	0.534653	0.457711	0.499002	0.452547	0.453773	0.423715	0.407759	0.414229	0.402612	0.396066	0.402493	0.394277	0.388345
21_17361492	21	17361492	0.52	0.411765	0.376238	0.41791	0.429142	0.471528	0.453773	0.422116	0.409859	0.416529	0.402532	0.396416	0.402313	0.394289	0.388395
21_17363617	21	17363617	0.56	0.54902	0.524752	0.537313	0.447106	0.418581	0.397301	0.404719	0.417358	0.40113	0.404932	0.397676	0.403533	0.395497	0.388539
21_17368219	21	17368219	0.24	0.27451	0.356436	0.338308	0.389222	0.38961	0.406797	0.432114	0.40076	0.414529	0.402852	0.399866	0.405763	0.395705	0.388758
21_17368480	21	17368480	0.44	0.372549	0.376238	0.40796	0.401198	0.382617	0.423288	0.430114	0.40076	0.413179	0.402732	0.399726	0.405893	0.395729	0.388773
21_17368931	21	17368931	0.4	0.509804	0.465347	0.422886	0.413174	0.435564	0.424288	0.424515	0.39986	0.412429	0.402432	0.399066	0.406393	0.395735	0.388807
21_17370993	21	17370993	0.48	0.411765	0.405941	0.412935	0.41517	0.402597	0.408796	0.389522	0.39736	0.40843	0.401692	0.400826	0.408323	0.395773	0.388881
21_17371414	21	17371414	0.36	0.352941	0.356436	0.353234	0.383234	0.386613	0.370315	0.394121	0.40236	0.40598	0.401132	0.401206	0.408383	0.395743	0.388949
21_17371536	21	17371536	0.4	0.411765	0.39604	0.38806	0.359281	0.360639	0.356322	0.392322	0.40456	0.40633	0.401092	0.401086	0.408353	0.395709	0.38896
21_17371750	21	17371750	0.36	0.352941	0.366337	0.353234	0.337325	0.335664	0.351324	0.388122	0.407059	0.40508	0.401072	0.401116	0.408223	0.395713	0.388984
21_17371762	21	17371762	0.36	0.372549	0.356436	0.368159	0.333333	0.330669	0.352324	0.388122	0.407559	0.40498	0.401072	0.401086	0.408203	0.395715	0.388987
21_17372206	21	17372206	0.48	0.392157	0.316832	0.253731	0.285429	0.311688	0.333833	0.379724	0.407859	0.40298	0.400832	0.401606	0.407778	0.395629	0.389002
21_17372880	21	17372880	0.28	0.333333	0.386139	0.313433	0.341317	0.338661	0.34033	0.372725	0.407959	0.40428	0.401332	0.402146	0.407848	0.395403	0.38904
21_17373379	21	17373379	0.24	0.352941	0.415842	0.368159	0.355289	0.375624	0.373313	0.367526	0.409359	0.40368	0.401712	0.402786	0.407963	0.395299	0.389023
21_17373725	21	17373725	0.44	0.392157	0.366337	0.422886	0.409182	0.388611	0.378811	0.372525	0.409559	0.40218	0.401332	0.402946	0.408028	0.395275	0.388969
21_17374063	21	17374063	0.4	0.509804	0.455446	0.402985	0.413174	0.403596	0.385807	0.385923	0.409459	0.40378	0.401452	0.402636	0.408183	0.395171	0.388983
21_17374318	21	17374318	0.48	0.431373	0.465347	0.442786	0.387226	0.396603	0.390805	0.397121	0.40476	0.40248	0.402312	0.402206	0.408193	0.395165	0.389014
21_17374369	21	17374369	0.4	0.411765	0.39604	0.40796	0.381238	0.38961	0.389805	0.39852	0.40456	0.40363	0.402452	0.402246	0.408203	0.395161	0.389021
21_17374994	21	17374994	0.36	0.352941	0.356436	0.38806	0.377246	0.377622	0.38031	0.413317	0.40166	0.40693	0.404152	0.402256	0.407943	0.395163	0.389104
21_17382320	21	17382320	0.4	0.411765	0.405941	0.368159	0.391218	0.386613	0.382309	0.40152	0.392261	0.39843	0.404792	0.404506	0.407913	0.395039	0.389286
21_17382526	21	17382526	0.4	0.333333	0.356436	0.393035	0.389222	0.383616	0.381809	0.40112	0.389961	0.39803	0.405292	0.404446	0.408053	0.394963	0.389307
21_17382531	21	17382531	0.4	0.313725	0.326733	0.383085	0.389222	0.382617	0.381309	0.40092	0.389961	0.39798	0.405312	0.404426	0.408068	0.394961	0.389308
21_17383467	21	17383467	0.44	0.392157	0.405941	0.39801	0.389222	0.393606	0.407296	0.396521	0.391661	0.40328	0.404352	0.405026	0.407743	0.394901	0.389361
21_17383804	21	17383804	0.44	0.392157	0.386139	0.412935	0.42515	0.414585	0.418291	0.394121	0.391661	0.40453	0.403892	0.405286	0.407898	0.394933	0.389342
21_17383824	21	17383824	0.4	0.431373	0.415842	0.41791	0.433134	0.417582	0.416792	0.393921	0.391461	0.40433	0.403832	0.405326	0.407883	0.394941	0.389342
21_17391459	21	17391459	0.44	0.392157	0.405941	0.40796	0.431138	0.444555	0.407796	0.403319	0.39996	0.39853	0.403992	0.407726	0.409673	0.395439	0.389563
21_17391978	21	17391978	0.44	0.411765	0.455446	0.437811	0.413174	0.386613	0.425787	0.413517	0.39766	0.39823	0.403712	0.407396	0.409683	0.395451	0.389531
21_17392206	21	17392206	0.36	0.294118	0.306931	0.333333	0.337325	0.391608	0.427786	0.418916	0.39946	0.39888	0.402852	0.407096	0.409298	0.395453	0.389536
